Tempo;Altura;Velocidade;Força do Motor;Força de Tração;Energia do  Motor;Custo de Energia (R$)
3,6169657999999;24,257594070311;30,983369999885;6040;3320;185266,64743968;788,8753543924
3,6341691000052;24,796529350217;31,327435999992;6040;3320;187139,55479931;806,02981358234
3,6503061000039;25,307268240287;31,650175999966;6040;3320;189217,71343995;823,37477064767
3,6670701000039;25,84347242467;31,985455999966;6040;3320;191167,0630398;840,89841809298
3,683950000006;26,389082343952;32,323054000008;6040;3320;193192,15423979;858,6076988983
3,6999133999998;26,910164786762;32,642321999883;6040;3320;195231,24616005;876,50389646297
3,7172162000061;27,480956093828;32,988378000009;6040;3320;197159,6248793;894,5768620769
3,7341078000027;28,04388910255;33,326209999941;6040;3320;199249,80312006;912,84142736291
3,7502034999998;28,585479211917;33,648123999883;6040;3320;201290,30839964;931,29303896621
3,7671552000029;29,161619318291;33,987157999945;6040;3320;203234,66895929;949,92288362081
3,7843044000037;29,750353789506;34,330141999963;6040;3320;205282,43431967;968,74044010011
3,8001351000057;30,298836189783;34,646756000002;6040;3320;207354,05767977;987,74789538743
3,8172990000021;30,899401634228;34,990033999929;6040;3320;209266,40624001;1006,9306492928
3,8331812000033;31,460165237802;35,307677999954;6040;3320;211339,80535957;1026,3034647841
3,8505361999996;32,078953909858;35,65477799988;6040;3320;213258,37511972;1045,85214917
3,8674924000006;32,689273710985;35,9939019999;6040;3320;215354,85911928;1065,593011256
3,8834820000047;33,269915152716;36,313693999982;6040;3320;217403,1680794;1085,5216349966
3,9006838000059;33,900494092675;36,657730000006;6040;3320;219334,71175989;1105,6273169079
3,9166511000003;34,49091815808;36,977075999894;6040;3320;221412,68920004;1125,9234800846
3,9338896000045;35,134290800506;37,321845999977;6040;3320;223341,53903936;1146,3964544965
3,9509187000003;35,775648053002;37,662427999894;6040;3320;225423,94983986;1167,0603165652
3,9669079000014;36,382953237152;37,982211999915;6040;3320;227481,06511936;1187,9127475344
3,9839264000038;37,035146099012;38,322581999964;6040;3320;229412,56047949;1208,9422322451
4,0009043000027;37,691548045674;38,662139999942;6040;3320;231468,39527978;1230,160168479
4,0179587000021;38,35672469725;39,003227999929;6040;3320;233519,32559965;1251,566106659
4,0339011000033;38,98361296172;39,322075999953;6040;3320;235579,49711957;1273,160893895
4,0507550000038;39,652024377342;39,659153999964;6040;3320;237505,33903972;1294,9322166403
4,0672323000035;40,310930183839;39,988699999958;6040;3320;239541,29015979;1316,8901682383
4,083876100005;40,982034430527;40,321575999988;6040;3320;241531,74799975;1339,0305784716
4,0999689000018;41,636101052887;40,643431999924;6040;3320;243542,31903992;1361,3552910502
4,117006600005;42,334377318827;40,984185999987;6040;3320;245486,32927954;1383,8582045675
4,1340364999996;43,038134257646;41,32478399988;6040;3320;247544,48343992;1406,5497822162
4,1509074999994;43,74101730132;41,662203999877;6040;3320;249601,69535928;1429,4299376241
4,1668036000046;44,408337582446;41,98012599998;6040;3320;251639,71215925;1452,4969112387
4,1839336000048;45,133325878834;42,322725999984;6040;3320;253559,96103988;1475,7399076674
4,2008690000002;45,855814328;42,661433999892;6040;3320;255629,2650399;1499,172590296
4,216900600004;46,544885617447;42,982065999968;6040;3320;257675,06135935;1522,792804254
4,2338541999998;47,279334862458;43,321137999883;6040;3320;259611,67863981;1546,5905414626
4,2521070000003;48,076730224321;43,686193999893;6040;3320;261659,67351929;1570,5760115352
4,2669719000041;48,730540434722;43,98349199997;6040;3320;263864,61175935;1594,7636009465
4,2839418000003;49,482695445562;44,322889999894;6040;3320;265660,29167982;1619,1157943505
4,3008759000004;50,238998971968;44,661571999895;6040;3320;267710,25559936;1643,6559011137
4,3172998000009;50,977911054185;44,990049999906;6040;3320;269755,89487937;1668,383524811
4,3333431999999;51,704852235981;45,310917999886;6040;3320;271739,90199943;1693,2930158276
4,3503745000053;52,482357377551;45,651543999993;6040;3320;273677,94471931;1718,3801607602
4,3669119000042;53,242784933222;45,982291999971;6040;3320;275735,32575996;1743,6558989549
4,3841081999999;54,039424475614;46,326217999886;6040;3320;277733,04367983;1769,1147612922
4,4001270000008;54,786646935622;46,646593999903;6040;3320;279810,35671931;1794,7640439915
4,4171901000009;55,588405421338;46,987855999905;6040;3320;281745,42775942;1820,5907082028
4,4336095000035;56,365309758195;47,316243999958;6040;3320;283806,65023943;1846,606317808
4,4516334;57,224630227681;47,676721999887;6040;3320;285790,11375975;1872,8037449027
4,466680000005;57,946530796598;47,977653999988;6040;3320;287967,40087932;1899,20075665
4,4837670000052;58,772164281884;48,319393999991;6040;3320;289785,03015992;1925,7643844146
4,500718400006;59,596992656615;48,658422000008;6040;3320;291849,13975995;1952,5172222259
4,5168708000056;60,388160952622;48,981469999999;6040;3320;293896,86888005;1979,45776854
4,5339318000042;61,229655366645;49,322689999972;6040;3320;295848,07879999;2006,5771757633
4,5509750000056;62,076081250244;49,663553999999;6040;3320;297909,04759983;2033,8855051266
4,5668284999992;62,868449072511;49,980623999872;6040;3320;299967,86615999;2061,3825595246
4,5839320000014;63,729143269445;50,322693999915;6040;3320;301882,96895923;2089,0551650125
4,6008890000012;64,588215988572;50,661833999911;6040;3320;303949,07175949;2116,9171632572
4,6167253000021;65,395527758348;50,97855999993;6040;3320;305997,47735946;2144,9669320151
4,6338246000014;66,273073170526;51,320545999915;6040;3320;307910,50239958;2173,1920614017
4,6509632000016;67,158510112408;51,663317999919;6040;3320;309976,09783949;2201,606537037
4,6668193000005;67,982717167035;51,980439999897;6040;3320;312046,44071951;2230,210794103
4,6839921999999;68,881270234967;52,323897999886;6040;3320;313961,85759938;2258,9906310496
4,6999601999996;69,721877778694;52,64325799988;6040;3320;316036,34391931;2287,9606292422
4,7169285999989;70,620908169673;52,982625999866;6040;3320;317965,27831928;2317,1074464215
4,733865000002;71,523979949719;53,321353999927;6040;3320;320015,06103919;2346,44216035
4,7500899000006;72,394378533759;53,6458519999;6040;3320;322060,97815956;2375,9644166813
4,7671264000019;73,314120938069;53,986581999925;6040;3320;324020,94607939;2405,6663367386
4,7841407000014;74,238454568257;54,326867999916;6040;3320;326078,95527955;2435,5569076392
4,8000534000021;75,10800600114;54,645121999929;6040;3320;328134,2827195;2465,6358835552
4,8172073000023;76,051268085133;54,988199999934;6040;3320;330056,53687957;2495,8910661025
4,8337831000026;76,968236633621;55,31971599994;6040;3320;332128,7279996;2526,3361995025
4,8501866000006;77,881055091157;55,647785999899;6040;3320;334131,08463964;2556,9648822611
4,8672449000005;78,836131431053;55,988951999898;6040;3320;336112,62743939;2587,775206443
4,8840998000014;79,785501371247;56,326049999916;6040;3320;338173,27007938;2618,774422867
4,9004177000024;80,709949699807;56,652407999936;6040;3320;340209,34199949;2649,9602792169
4,9173197999989;81,673207984551;56,990449999867;6040;3320;342180,54431962;2681,3268291129
4,9333962000019;82,594578267837;57,311977999925;6040;3320;344222,31799919;2712,8805415962
4,9503938000053;83,5745227134;57,651929999993;6040;3320;346164,34711955;2744,6122734154
4,9675093000042;84,567123128056;57,994239999971;6040;3320;348217,65719996;2776,5322253254
4,9840227000022;85,53025905835;58,324507999932;6040;3320;350285,20959982;2808,6417028721
4,9999834000046;86,466253912211;58,643721999979;6040;3320;352280,02831959;2840,9340388014
5,0170017000055;87,470062817076;58,984087999997;6040;3320;354208,08087987;2873,403112882
5,0340025000041;88,478620044278;59,32410399997;6040;3320;356263,89151998;2906,0606362714
5,0499343000047;89,428836249442;59,642739999981;6040;3320;358317,58815982;2938,906415186
5,0673754000018;90,475155081264;59,991561999923;6040;3320;360242,14959989;2971,9286122327
5,0841804000011;91,48896144113;60,327661999909;6040;3320;362349,03447953;3005,1439403933
5,1004090999995;92,473268383408;60,652235999878;6040;3320;364379,07847945;3038,5453559206
5,1176472000006;93,524740734699;60,9969979999;6040;3320;366339,50543926;3072,1264772525
5,1338988999996;94,521328002088;61,32203199988;6040;3320;368421,8679194;3105,8984818118
5,1502655000004;95,530318482976;61,649363999895;6040;3320;370385,07327928;3139,8504468624
5,167446899999;96,59544487564;61,992991999869;6040;3320;372362,15855937;3173,9836447303
5,1834214000046;97,590855619694;62,312481999979;6040;3320;374437,67167921;3208,3070979676
